Metadata/Items/Currency/CurrencyKiwiFeather	Jade Kiwi Feather	1	1
Metadata/Items/Currency/CurrencyPeacockFeather	Stygian Peacock Feather	1	1
Metadata/Items/Currency/CurrencyImprintOrb	Eternal Orb	1	1
Metadata/Items/Currency/CurrencyImprint	Imprint	1	1
Metadata/Items/Currency/CurrencyCorrupt	Vaal Orb	1	1
Metadata/Items/Currency/CurrencyIncursionCorrupt1	Corrupt	1	1
Metadata/Items/Currency/CurrencyIncursionDoubleCorrupt	Architect's Orb	1	1
Metadata/Items/Currency/CurrencyIncursionDoubleCorruptGem	Crystallised Corruption	1	1
Metadata/Items/Currency/CurrencyIncursionModifySoulCore	Core Destabiliser	1	1
Metadata/Items/Currency/CurrencyIncursionCorruptTablet	Ancient Infuser	1	1
Metadata/Items/Currency/CurrencyIncursionMutateUnique	Vaal Cultivation Orb	1	1
Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantWeapon	Brutal Orb of Sacrifice	1	1
Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantArmour	Fortified Orb of Sacrifice	1	1
Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantJewellery	Profane Orb of Sacrifice	1	1
Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantJewel	Royal Orb of Sacrifice	1	1
Metadata/Items/Currency/CurrencyIncursionWeaponOrArmourQualityLow	[DNT] Not Shown To Players	1	1
Metadata/Items/Currency/CurrencyIncursionWeaponOrArmourQualityMid	[DNT] Not Shown To Players	1	1
Metadata/Items/Currency/CurrencyIncursionWeaponOrArmourQualityHigh	Vaal Infuser	1	1
Metadata/Items/Currency/CurrencyIncursionExtractAllSocketablesBench	Orb of Extraction	1	1
Metadata/Items/Currency/CurrencyIncursionExtractAllSocketablesCurrency	Orb of Extraction	1	1
Metadata/Items/Currency/CurrencyIncursionVaalIncubator	Vaal Siphoner	1	1
Metadata/Items/Currency/CurrencyIncursionBetterGemQuality	[DNT] Incursion Gemcutter's Prism (not visible to players)	1	1
Metadata/Items/Currency/CurrencyIncursionAddModToRareEquipment	[DNT] Not Shown To Players	1	1
Metadata/Items/Currency/CurrencyIncursionUpgradeMagicToRareEquipment	[DNT] Not Shown To Players	1	1
Metadata/Items/Currency/CurrencyIncursionUpgradeToRareEquipment	[DNT] Not Shown To Players	1	1
Metadata/Items/Currency/CurrencyPerandusCoin	Perandus Coin	1	1
Metadata/Items/Currency/CurrencySilverCoin	Silver Coin	1	1
Metadata/Items/Currency/CurrencyItemisedProphecy	Prophecy	1	1
Metadata/Items/Currency/CurrencyItemiseCapturedMonster	Bestiary Orb	1	1
Metadata/Items/Currency/CurrencyItemisedCapturedMonster	Imprinted Bestiary Orb	1	1
Metadata/Items/Currency/CurrencyItemiseSextantModifier	Surveyor's Compass	1	1
Metadata/Items/Currency/CurrencyItemisedSextantModifier	Charged Compass	1	1
Metadata/Items/Currency/CurrencyRerollSkillQualityType	Prime Regrading Lens	1	1
Metadata/Items/Currency/CurrencyRerollSupportQualityType	Secondary Regrading Lens	1	1
Metadata/Items/Currency/CurrencyHeistWeaponEnchant	Tempering Orb	1	1
Metadata/Items/Currency/CurrencyHeistArmourEnchant	Tailoring Orb	1	1
Metadata/Items/Currency/CurrencyLesserEssenceLife	Lesser Essence of the Body	1	1
Metadata/Items/Currency/CurrencyLesserEssenceMana	Lesser Essence of the Mind	1	1
Metadata/Items/Currency/CurrencyLesserEssenceDefences	Lesser Essence of Enhancement	1	1
Metadata/Items/Currency/CurrencyLesserEssencePhysical	Lesser Essence of Abrasion	1	1
Metadata/Items/Currency/CurrencyLesserEssenceFire	Lesser Essence of Flames	1	1
Metadata/Items/Currency/CurrencyLesserEssenceCold	Lesser Essence of Ice	1	1
Metadata/Items/Currency/CurrencyLesserEssenceLightning	Lesser Essence of Electricity	1	1
Metadata/Items/Currency/CurrencyLesserEssenceChaos	Lesser Essence of Ruin	1	1
Metadata/Items/Currency/CurrencyLesserEssenceAttack	Lesser Essence of Battle	1	1
Metadata/Items/Currency/CurrencyLesserEssenceCaster	Lesser Essence of Sorcery	1	1
Metadata/Items/Currency/CurrencyLesserEssenceSpeed	Lesser Essence of Haste	1	1
Metadata/Items/Currency/CurrencyLesserEssenceAttribute	Lesser Essence of the Infinite	1	1
Metadata/Items/Currency/CurrencyEssenceLife	Essence of the Body	1	1
Metadata/Items/Currency/CurrencyEssenceMana	Essence of the Mind	1	1
Metadata/Items/Currency/CurrencyEssenceDefences	Essence of Enhancement	1	1
Metadata/Items/Currency/CurrencyEssencePhysical	Essence of Abrasion	1	1
Metadata/Items/Currency/CurrencyEssenceFire	Essence of Flames	1	1
Metadata/Items/Currency/CurrencyEssenceCold	Essence of Ice	1	1
Metadata/Items/Currency/CurrencyEssenceLightning	Essence of Electricity	1	1
Metadata/Items/Currency/CurrencyEssenceChaos	Essence of Ruin	1	1
Metadata/Items/Currency/CurrencyEssenceAttack	Essence of Battle	1	1
Metadata/Items/Currency/CurrencyEssenceCaster	Essence of Sorcery	1	1
Metadata/Items/Currency/CurrencyEssenceSpeed	Essence of Haste	1	1
Metadata/Items/Currency/CurrencyEssenceAttribute	Essence of the Infinite	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceLife	Greater Essence of the Body	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceMana	Greater Essence of the Mind	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceDefences	Greater Essence of Enhancement	1	1
Metadata/Items/Currency/CurrencyGreaterEssencePhysical	Greater Essence of Abrasion	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceFire	Greater Essence of Flames	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceCold	Greater Essence of Ice	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceLightning	Greater Essence of Electricity	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceChaos	Greater Essence of Ruin	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceAttack	Greater Essence of Battle	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceCaster	Greater Essence of Sorcery	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceSpeed	Greater Essence of Haste	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceAttribute	Greater Essence of the Infinite	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceLife	Perfect Essence of the Body	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceMana	Perfect Essence of the Mind	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceDefences	Perfect Essence of Enhancement	1	1
Metadata/Items/Currency/CurrencyPerfectEssencePhysical	Perfect Essence of Abrasion	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceFire	Perfect Essence of Flames	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceCold	Perfect Essence of Ice	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceLightning	Perfect Essence of Electricity	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceChaos	Perfect Essence of Ruin	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceAttack	Perfect Essence of Battle	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceCaster	Perfect Essence of Sorcery	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceSpeed	Perfect Essence of Haste	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceAttribute	Perfect Essence of the Infinite	1	1
Metadata/Items/Currency/CurrencyLesserEssenceCritical	Lesser Essence of Seeking	1	1
Metadata/Items/Currency/CurrencyEssenceCritical	Essence of Seeking	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceCritical	Greater Essence of Seeking	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceCritical	Perfect Essence of Seeking	1	1
Metadata/Items/Currency/CurrencyCorruptedEssenceHysteria	Essence of Hysteria	1	1
Metadata/Items/Currency/CurrencyCorruptedEssenceDelirium	Essence of Delirium	1	1
Metadata/Items/Currency/CurrencyCorruptedEssenceHorror	Essence of Horror	1	1
Metadata/Items/Currency/CurrencyCorruptedEssenceInsanity	Essence of Insanity	1	1
Metadata/Items/Currency/CurrencyCorruptedEssenceAbyss	Essence of the Abyss	1	1
Metadata/Items/Currency/CurrencyLesserEssenceFireResist	Lesser Essence of Insulation	1	1
Metadata/Items/Currency/CurrencyEssenceFireResist	Essence of Insulation	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceFireResist	Greater Essence of Insulation	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceFireResist	Perfect Essence of Insulation	1	1
Metadata/Items/Currency/CurrencyLesserEssenceColdResist	Lesser Essence of Thawing	1	1
Metadata/Items/Currency/CurrencyEssenceColdResist	Essence of Thawing	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceColdResist	Greater Essence of Thawing	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceColdResist	Perfect Essence of Thawing	1	1
Metadata/Items/Currency/CurrencyLesserEssenceLightningResist	Lesser Essence of Grounding	1	1
Metadata/Items/Currency/CurrencyEssenceLightningResist	Essence of Grounding	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceLightningResist	Greater Essence of Grounding	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceLightningResist	Perfect Essence of Grounding	1	1
Metadata/Items/Currency/CurrencyLesserEssenceSpeedCaster	Lesser Essence of Alacrity	1	1
Metadata/Items/Currency/CurrencyEssenceSpeedCaster	Essence of Alacrity	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceSpeedCaster	Greater Essence of Alacrity	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceSpeedCaster	Perfect Essence of Alacrity	1	1
Metadata/Items/Currency/CurrencyLesserEssenceRarity	Lesser Essence of Opulence	1	1
Metadata/Items/Currency/CurrencyEssenceRarity	Essence of Opulence	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceRarity	Greater Essence of Opulence	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceRarity	Perfect Essence of Opulence	1	1
Metadata/Items/Currency/CurrencyLesserEssenceAlly	Lesser Essence of Command	1	1
Metadata/Items/Currency/CurrencyEssenceAlly	Essence of Command	1	1
Metadata/Items/Currency/CurrencyGreaterEssenceAlly	Greater Essence of Command	1	1
Metadata/Items/Currency/CurrencyPerfectEssenceAlly	Perfect Essence of Command	1	1
Metadata/Items/Currency/CurrencyAddAtlasMod	Simple Sextant	1	1
Metadata/Items/Currency/CurrencyAddAtlasModMid	Prime Sextant	1	1
Metadata/Items/Currency/CurrencyAddAtlasModHigh	Awakened Sextant	1	1
Metadata/Items/Currency/CurrencyAddAtlasModMaven	Elevated Sextant	1	1
Metadata/Items/Currency/CurrencySealMapLow	Apprentice Cartographer's Seal	1	1
Metadata/Items/Currency/CurrencySealMapMid	Journeyman Cartographer's Seal	1	1
Metadata/Items/Currency/CurrencySealMapHigh	Master Cartographer's Seal	1	1
Metadata/Items/Currency/CurrencyRespecShapersOrb	Unshaping Orb	1	1
Metadata/Items/Currency/CurrencyBreachShard	Breach Splinter	1	1
Metadata/Items/Currency/CurrencyBreachFireShard	Splinter of Xoph	1	1
Metadata/Items/Currency/CurrencyBreachColdShard	Splinter of Tul	1	1
Metadata/Items/Currency/CurrencyBreachLightningShard	Splinter of Esh	1	1
Metadata/Items/Currency/CurrencyBreachPhysicalShard	Splinter of Uul-Netol	1	1
Metadata/Items/Currency/CurrencyBreachChaosShard	Splinter of Chayula	1	1
Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire	Blessing of Xoph	1	1
Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold	Blessing of Tul	1	1
Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning	Blessing of Esh	1	1
Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical	Blessing of Uul-Netol	1	1
Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos	Blessing of Chayula	1	1
Metadata/Items/Currency/CurrencyLegionKaruiShard	Timeless Karui Splinter	1	1
Metadata/Items/Currency/CurrencyLegionMarakethShard	Timeless Maraketh Splinter	1	1
Metadata/Items/Currency/CurrencyLegionEternalEmpireShard	Timeless Eternal Empire Splinter	1	1
Metadata/Items/Currency/CurrencyLegionTemplarShard	Timeless Templar Splinter	1	1
Metadata/Items/Currency/CurrencyLegionVaalShard	Timeless Vaal Splinter	1	1
Metadata/Items/Currency/CurrencyAfflictionShard	Simulacrum Splinter	1	1
Metadata/Items/Currency/CurrencyRitualShard	Petition Splinter	1	1
Metadata/Items/Currency/CurrencyExpeditionShard	Runic Splinter	1	1
Metadata/Items/Currency/CurrencyRemoveMod	Orb of Annulment	1	1
Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSockets	Orb of Binding	1	1
Metadata/Items/Currency/CurrencyRerollMapType	Orb of Horizons	1	1
Metadata/Items/Currency/CurrencyUpgradeMapTier	Harbinger's Orb	1	1
Metadata/Items/Currency/CurrencyStrongboxQuality	Engineer's Orb	1	1
Metadata/Items/Currency/CurrencyStrongboxQualityInfused	Infused Engineer's Orb	1	1
Metadata/Items/Currency/CurrencyRerollUnique	Ancient Orb	1	1
Metadata/Items/Currency/CurrencyFractureRare	Fracturing Orb	1	1
Metadata/Items/Currency/CurrencyRemoveModShard	Annulment Shard	1	1
Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSocketsShard	Binding Shard	1	1
Metadata/Items/Currency/CurrencyRerollMapTypeShard	Horizon Shard	1	1
Metadata/Items/Currency/CurrencyUpgradeMapTierShard	Harbinger's Shard	1	1
Metadata/Items/Currency/CurrencyStrongboxQualityShard	Engineer's Shard	1	1
Metadata/Items/Currency/CurrencyRerollUniqueShard	Ancient Shard	1	1
Metadata/Items/Currency/CurrencyRerollRareShard	Chaos Shard	1	1
Metadata/Items/Currency/CurrencyDuplicateShard	Mirror Shard	1	1
Metadata/Items/Currency/CurrencyAddModToRareShard	Exalted Shard	1	1
Metadata/Items/Currency/CurrencyUpgradeMagicToRareShard	Regal Shard	1	1
Metadata/Items/Currency/CurrencyFractureRareShard	Fracturing Shard	1	1
Metadata/Items/Currency/CurrencyAddEquipmentSocketShard	Artificer's Shard	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet1	Simple Rope Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet2	Reinforced Rope Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet3	Strong Rope Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet4	Simple Iron Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet5	Reinforced Iron Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet6	Strong Iron Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet7	Simple Steel Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet8	Reinforced Steel Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet9	Strong Steel Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet10	Thaumaturgical Net	1	1
Metadata/Items/Currency/Bestiary/BestiaryNet11	Necromancy Net	1	1
Metadata/Items/Currency/CurrencyIncursionVialTrap	Vial of Dominance	1	1
Metadata/Items/Currency/CurrencyIncursionVialHealing	Vial of Summoning	1	1
Metadata/Items/Currency/CurrencyIncursionVialPoison	Vial of Awakening	1	1
Metadata/Items/Currency/CurrencyIncursionVialLightning	Vial of the Ritual	1	1
Metadata/Items/Currency/CurrencyIncursionVialFire	Vial of Fate	1	1
Metadata/Items/Currency/CurrencyIncursionVialMinion	Vial of Consequence	1	1
Metadata/Items/Currency/CurrencyIncursionVialBossFlask	Vial of the Ghost	1	1
Metadata/Items/Currency/CurrencyIncursionVialBossJewel	Vial of Transcendence	1	1
Metadata/Items/Currency/CurrencyIncursionVialBossAmulet	Vial of Sacrifice	1	1
Metadata/Items/Currency/CurrencyDelveCraftingFire	Scorched Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingCold	Frigid Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingLightning	Metallic Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingPhysical	Jagged Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingChaos	Aberrant Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingLife	Pristine Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingDefences	Dense Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingBleedPoison	Corroded Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingElemental	Prismatic Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingCasterMods	Aetheric Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingAttackMods	Serrated Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingMana	Lucent Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingSpeed	Shuddering Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingMinionsAuras	Bound Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingQuality	Perfect Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingEnchant	Deft Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingSockets	Fundamental Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingGemLevel	Faceted Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingVaal	Bloodstained Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingAbyss	Hollow Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingMirror	Fractured Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingCorruptEssence	Glyphic Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingRandom	Tangled Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingLuckyModRolls	Sanctified Fossil	1	1
Metadata/Items/Currency/CurrencyDelveCraftingSellPrice	Gilded Fossil	1	1
Metadata/Items/Delve/DelveSocketableCurrencyUpgrade1	Primitive Alchemical Resonator	1	1
Metadata/Items/Delve/DelveSocketableCurrencyUpgrade2	Potent Alchemical Resonator	1	2
Metadata/Items/Delve/DelveSocketableCurrencyUpgrade3	Powerful Alchemical Resonator	2	2
Metadata/Items/Delve/DelveSocketableCurrencyUpgrade4	Prime Alchemical Resonator	2	2
Metadata/Items/Delve/DelveSocketableCurrencyReroll1	Primitive Chaotic Resonator	1	1
Metadata/Items/Delve/DelveSocketableCurrencyReroll2	Potent Chaotic Resonator	1	2
Metadata/Items/Delve/DelveSocketableCurrencyReroll3	Powerful Chaotic Resonator	2	2
Metadata/Items/Delve/DelveSocketableCurrencyReroll4	Prime Chaotic Resonator	2	2
Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade1	Primitive Alchemical Resonator	1	1
Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade2	Potent Alchemical Resonator	1	2
Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade3	Powerful Alchemical Resonator	2	2
Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade4	Prime Alchemical Resonator	2	2
Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll1	Primitive Chaotic Resonator	1	1
Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll2	Potent Chaotic Resonator	1	2
Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll3	Powerful Chaotic Resonator	2	2
Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll4	Prime Chaotic Resonator	2	2
Metadata/Items/Currency/CurrencyJewelleryQualityLife	Flesh Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityMana	Neural Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityDefences	Carapace Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityPhysical	Uul-Netol's Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityFire	Xoph's Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityCold	Tul's Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityLightning	Esh's Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityChaos	Chayula's Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityAttack	Reaver Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityCaster	Sibilant Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualitySpeed	Skittering Catalyst	1	1
Metadata/Items/Currency/CurrencyJewelleryQualityAttribute	Adaptive Catalyst	1	1
Metadata/Items/Currency/CurrencyHarbingerBlessingBelt	Time-light Scroll	1	1
Metadata/Items/Currency/CurrencyHarbingerBlessingQuiver	Fragmentation Scroll	1	1
Metadata/Items/Currency/CurrencyHarbingerBlessingHelmet	Deregulation Scroll	1	1
Metadata/Items/Currency/CurrencyHarbingerBlessingSword	Electroshock Scroll	1	1
Metadata/Items/Currency/CurrencyHarbingerBlessingStaff	Haemocombustion Scroll	1	1
Metadata/Items/Currency/CurrencyHarbingerBlessingShield	Specularity Scroll	1	1
Metadata/Items/Currency/CurrencyAddGemExperience	Facetor's Lens	1	1
Metadata/Items/Currency/CurrencyRitualSplinter	Ritual Splinter	1	1
Metadata/Items/Currency/CurrencyRitualStone	Ritual Vessel	1	1
Metadata/Items/Currency/CurrencyEldritchEmber1	Lesser Eldritch Ember	1	1
Metadata/Items/Currency/CurrencyEldritchEmber2	Greater Eldritch Ember	1	1
Metadata/Items/Currency/CurrencyEldritchEmber3	Grand Eldritch Ember	1	1
Metadata/Items/Currency/CurrencyEldritchEmber4	Exceptional Eldritch Ember	1	1
Metadata/Items/Currency/CurrencyEldritchIchor1	Lesser Eldritch Ichor	1	1
Metadata/Items/Currency/CurrencyEldritchIchor2	Greater Eldritch Ichor	1	1
Metadata/Items/Currency/CurrencyEldritchIchor3	Grand Eldritch Ichor	1	1
Metadata/Items/Currency/CurrencyEldritchIchor4	Exceptional Eldritch Ichor	1	1
Metadata/Items/Currency/CurrencyConflictOrb	Orb of Conflict	1	1
Metadata/Items/Currency/CurrencySkillGemToken	Uncarved Gemstone	1	1
Metadata/Items/MicrotransactionCurrency/MicrotransactionWrapper1x1	MTX Wrapper	1	1
Metadata/Items/MicrotransactionCurrency/MicrotransactionWrapper1x2	MTX Wrapper	1	2
Metadata/Items/MicrotransactionCurrency/MicrotransactionWrapper2x1	MTX Wrapper	2	1
Metadata/Items/MicrotransactionCurrency/MicrotransactionWrapper2x2	MTX Wrapper	2	2
Metadata/Items/MicrotransactionCurrency/MicrotransactionWrapper2x3	MTX Wrapper	2	3
Metadata/Items/MicrotransactionCurrency/MicrotransactionMysteryBoxWrapper	Mystery Box	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceDuelist	Dance - Duelist	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceMarauder	Dance - Marauder	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceRanger	Dance - Ranger	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceShadow	Dance - Shadow	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceTemplar	Dance - Templar	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceWitch	Dance - Witch	2	2
Metadata/Items/MicrotransactionAnimations/MicrotransactionDanceScion	Dance - Scion	2	2
Metadata/Items/MicrotransactionCurrency/HiddenItem1x1	Hidden Item	1	1
Metadata/Items/MicrotransactionCurrency/HiddenItem1x2	Hidden Item	1	2
Metadata/Items/MicrotransactionCurrency/HiddenItem1x3	Hidden Item	1	3
Metadata/Items/MicrotransactionCurrency/HiddenItem1x4	Hidden Item	1	4
Metadata/Items/MicrotransactionCurrency/HiddenItem2x1	Hidden Item	2	1
Metadata/Items/MicrotransactionCurrency/HiddenItem2x2	Hidden Item	2	2
Metadata/Items/MicrotransactionCurrency/HiddenItem2x3	Hidden Item	2	3
Metadata/Items/MicrotransactionCurrency/HiddenItem2x4	Hidden Item	2	4
Metadata/Items/MicrotransactionCurrency/HiddenItem3x2	Hidden Item	3	2
